mass JMSUp JMSDown

BulkG_ZZ_M1000 -16.000 15.000
BulkG_ZZ_M1200 -8.000 9.000
BulkG_ZZ_M1400 -5.000 5.000
BulkG_ZZ_M1600 -3.000 3.000
BulkG_ZZ_M1800 -7.000 1.000
BulkG_ZZ_M2000 -6.000 3.000
BulkG_ZZ_M2500 -4.000 1.000
BulkG_ZZ_M3000 -5.000 1.000
BulkG_ZZ_M3500 -6.000 2.000
BulkG_ZZ_M4000 -6.000 1.000
BulkG_ZZ_M4500 -5.000 2.000
