mass JMRUp JMRDown

BulkG_ZZ_M1000 4.000 -4.000
BulkG_ZZ_M1200 -1.000 -1.000
BulkG_ZZ_M1400 -3.000 -2.000
BulkG_ZZ_M1600 -6.000 -3.000
BulkG_ZZ_M1800 -2.000 1.000
BulkG_ZZ_M2000 -5.000 1.000
BulkG_ZZ_M2500 -3.000 2.000
BulkG_ZZ_M3000 -3.000 0.000
BulkG_ZZ_M3500 -2.000 3.000
BulkG_ZZ_M4000 -1.000 1.000
BulkG_ZZ_M4500 -3.000 2.000
