mass JESUp JESDown

BulkG_ZZ_M1000 14.000 21.000
BulkG_ZZ_M1200 -25.000 41.000
BulkG_ZZ_M1400 -24.000 37.000
BulkG_ZZ_M1600 -27.000 36.000
BulkG_ZZ_M1800 -27.000 40.000
BulkG_ZZ_M2000 -27.000 39.000
BulkG_ZZ_M2500 -31.000 45.000
BulkG_ZZ_M3000 -31.000 46.000
BulkG_ZZ_M3500 -40.000 40.000
BulkG_ZZ_M4000 -31.000 45.000
BulkG_ZZ_M4500 -34.000 48.000
