mass JMRUp JMRDown

BulkG_ZZ_M1000 -12.000 6.000
BulkG_ZZ_M1200 -10.000 3.000
BulkG_ZZ_M1400 -5.000 7.000
BulkG_ZZ_M1600 1.000 9.000
BulkG_ZZ_M1800 -1.000 5.000
BulkG_ZZ_M2000 -3.000 3.000
BulkG_ZZ_M2500 -3.000 0.000
BulkG_ZZ_M3000 -4.000 4.000
BulkG_ZZ_M3500 -5.000 0.000
BulkG_ZZ_M4000 -2.000 3.000
BulkG_ZZ_M4500 -4.000 -1.000
