mass JMSUp JMSDown

BulkG_ZZ_M1000 5.000 -7.000
BulkG_ZZ_M1200 8.000 -15.000
BulkG_ZZ_M1400 11.000 -15.000
BulkG_ZZ_M1600 12.000 -17.000
BulkG_ZZ_M1800 18.000 -19.000
BulkG_ZZ_M2000 17.000 -22.000
BulkG_ZZ_M2500 16.000 -22.000
BulkG_ZZ_M3000 15.000 -17.000
BulkG_ZZ_M3500 18.000 -18.000
BulkG_ZZ_M4000 14.000 -15.000
BulkG_ZZ_M4500 12.000 -15.000
