mass JMSUp JMSDown

BulkG_ZZ_M1000 -6.000 3.000
BulkG_ZZ_M1200 -3.000 1.000
BulkG_ZZ_M1400 -2.000 1.000
BulkG_ZZ_M1600 -2.000 0.000
BulkG_ZZ_M1800 -1.000 0.000
BulkG_ZZ_M2000 -1.000 0.000
BulkG_ZZ_M2500 -1.000 0.000
BulkG_ZZ_M3000 -2.000 0.000
BulkG_ZZ_M3500 -2.000 1.000
BulkG_ZZ_M4000 -4.000 1.000
BulkG_ZZ_M4500 -4.000 2.000
