mass JMSUp JMSDown

Wprime_WZ_M1000 27.000 -22.000
Wprime_WZ_M1200 31.000 -27.000
Wprime_WZ_M1400 36.000 -31.000
Wprime_WZ_M1600 38.000 -32.000
Wprime_WZ_M1800 42.000 -32.000
Wprime_WZ_M2000 44.000 -31.000
Wprime_WZ_M2500 38.000 -31.000
Wprime_WZ_M3000 35.000 -29.000
Wprime_WZ_M3500 33.000 -27.000
Wprime_WZ_M4000 28.000 -24.000
Wprime_WZ_M4500 22.000 -25.000
