mass JMSUp JMSDown

Wprime_WZ_M1000 9.000 -11.000
Wprime_WZ_M1200 16.000 -12.000
Wprime_WZ_M1400 15.000 -17.000
Wprime_WZ_M1600 14.000 -16.000
Wprime_WZ_M1800 19.000 -14.000
Wprime_WZ_M2000 21.000 -18.000
Wprime_WZ_M2500 15.000 -15.000
Wprime_WZ_M3000 13.000 -11.000
Wprime_WZ_M3500 13.000 -13.000
Wprime_WZ_M4000 10.000 -11.000
Wprime_WZ_M4500 9.000 -9.000
