mass JMSUp JMSDown

BulkG_WW_M1000 -18.000 20.000
BulkG_WW_M1200 -14.000 10.000
BulkG_WW_M1400 -11.000 8.000
BulkG_WW_M1600 -10.000 6.000
BulkG_WW_M1800 -9.000 5.000
BulkG_WW_M2000 -8.000 4.000
BulkG_WW_M2500 -7.000 6.000
BulkG_WW_M3000 -9.000 6.000
BulkG_WW_M3500 -9.000 4.000
BulkG_WW_M4000 -7.000 4.000
BulkG_WW_M4500 -9.000 7.000
