mass JESUp JESDown

Wprime_WZ_M1000 7.000 -11.000
Wprime_WZ_M1200 0.000 -1.000
Wprime_WZ_M1400 0.000 -2.000
Wprime_WZ_M1600 0.000 -2.000
Wprime_WZ_M1800 1.000 -2.000
Wprime_WZ_M2000 1.000 -2.000
Wprime_WZ_M2500 1.000 -3.000
Wprime_WZ_M3000 1.000 -3.000
Wprime_WZ_M3500 1.000 -3.000
Wprime_WZ_M4000 1.000 -2.000
Wprime_WZ_M4500 0.000 -2.000
