mass JMSUp JMSDown

BulkG_ZZ_M1000 -23.000 22.000
BulkG_ZZ_M1200 -13.000 8.000
BulkG_ZZ_M1400 -12.000 10.000
BulkG_ZZ_M1600 -10.000 7.000
BulkG_ZZ_M1800 -10.000 9.000
BulkG_ZZ_M2000 -10.000 10.000
BulkG_ZZ_M2500 -10.000 3.000
BulkG_ZZ_M3000 -10.000 6.000
BulkG_ZZ_M3500 -8.000 6.000
BulkG_ZZ_M4000 -13.000 5.000
BulkG_ZZ_M4500 -9.000 9.000
