mass JESUp JESDown

Wprime_WZ_M1000 3.000 -9.000
Wprime_WZ_M1200 0.000 -5.000
Wprime_WZ_M1400 1.000 -6.000
Wprime_WZ_M1600 4.000 -7.000
Wprime_WZ_M1800 5.000 -9.000
Wprime_WZ_M2000 7.000 -10.000
Wprime_WZ_M2500 7.000 -12.000
Wprime_WZ_M3000 5.000 -10.000
Wprime_WZ_M3500 5.000 -10.000
Wprime_WZ_M4000 6.000 -11.000
Wprime_WZ_M4500 5.000 -8.000
