mass JMSUp JMSDown

BulkG_ZZ_M1000 1.000 -2.000
BulkG_ZZ_M1200 4.000 -5.000
BulkG_ZZ_M1400 5.000 -6.000
BulkG_ZZ_M1600 6.000 -7.000
BulkG_ZZ_M1800 7.000 -8.000
BulkG_ZZ_M2000 7.000 -8.000
BulkG_ZZ_M2500 8.000 -6.000
BulkG_ZZ_M3000 7.000 -8.000
BulkG_ZZ_M3500 5.000 -5.000
BulkG_ZZ_M4000 5.000 -6.000
BulkG_ZZ_M4500 4.000 -5.000
