mass JMSUp JMSDown

BulkG_WW_M1000 10.000 -13.000
BulkG_WW_M1200 16.000 -19.000
BulkG_WW_M1400 20.000 -20.000
BulkG_WW_M1600 21.000 -27.000
BulkG_WW_M1800 22.000 -25.000
BulkG_WW_M2000 25.000 -25.000
BulkG_WW_M2500 19.000 -22.000
BulkG_WW_M3000 16.000 -22.000
BulkG_WW_M3500 14.000 -15.000
BulkG_WW_M4000 11.000 -17.000
BulkG_WW_M4500 12.000 -10.000
