mass JMRUp JMRDown

BulkG_WW_M1000 1.000 -13.000
BulkG_WW_M1200 7.000 -17.000
BulkG_WW_M1400 10.000 -25.000
BulkG_WW_M1600 16.000 -16.000
BulkG_WW_M1800 23.000 -22.000
BulkG_WW_M2000 29.000 -21.000
BulkG_WW_M2500 5.000 -23.000
BulkG_WW_M3000 24.000 -9.000
BulkG_WW_M3500 19.000 5.000
BulkG_WW_M4000 18.000 -10.000
BulkG_WW_M4500 -2.000 -12.000
