mass JMRUp JMRDown

Wprime_WZ_M1000 -5.000 7.000
Wprime_WZ_M1200 -5.000 4.000
Wprime_WZ_M1400 -8.000 4.000
Wprime_WZ_M1600 -5.000 2.000
Wprime_WZ_M1800 -5.000 3.000
Wprime_WZ_M2000 -5.000 3.000
Wprime_WZ_M2500 -3.000 5.000
Wprime_WZ_M3000 -4.000 2.000
Wprime_WZ_M3500 -3.000 4.000
Wprime_WZ_M4000 -4.000 3.000
Wprime_WZ_M4500 -3.000 1.000
