mass JMSUp JMSDown

BulkG_WW_M1000 54.000 -38.000
BulkG_WW_M1200 72.000 -40.000
BulkG_WW_M1400 76.000 -40.000
BulkG_WW_M1600 75.000 -35.000
BulkG_WW_M1800 78.000 -47.000
BulkG_WW_M2000 81.000 -50.000
BulkG_WW_M2500 62.000 -40.000
BulkG_WW_M3000 80.000 -31.000
BulkG_WW_M3500 57.000 -36.000
BulkG_WW_M4000 49.000 -32.000
BulkG_WW_M4500 40.000 -39.000
