mass JESUp JESDown

Wprime_WZ_M1000 -9.000 4.000
Wprime_WZ_M1200 -19.000 22.000
Wprime_WZ_M1400 -17.000 19.000
Wprime_WZ_M1600 -18.000 18.000
Wprime_WZ_M1800 -17.000 15.000
Wprime_WZ_M2000 -19.000 17.000
Wprime_WZ_M2500 -18.000 18.000
Wprime_WZ_M3000 -16.000 16.000
Wprime_WZ_M3500 -18.000 17.000
Wprime_WZ_M4000 -19.000 20.000
Wprime_WZ_M4500 -18.000 18.000
