mass JMRUp JMRDown

Wprime_WZ_M1000 -3.000 -2.000
Wprime_WZ_M1200 7.000 -5.000
Wprime_WZ_M1400 9.000 -5.000
Wprime_WZ_M1600 0.000 -13.000
Wprime_WZ_M1800 11.000 -9.000
Wprime_WZ_M2000 9.000 -3.000
Wprime_WZ_M2500 3.000 -8.000
Wprime_WZ_M3000 6.000 -11.000
Wprime_WZ_M3500 -3.000 -10.000
Wprime_WZ_M4000 4.000 -4.000
Wprime_WZ_M4500 6.000 -3.000
