mass JESUp JESDown

BulkG_WW_M1000 8.000 -11.000
BulkG_WW_M1200 1.000 -2.000
BulkG_WW_M1400 0.000 -2.000
BulkG_WW_M1600 1.000 -2.000
BulkG_WW_M1800 0.000 -2.000
BulkG_WW_M2000 1.000 -2.000
BulkG_WW_M2500 1.000 -2.000
BulkG_WW_M3000 1.000 -2.000
BulkG_WW_M3500 1.000 -2.000
BulkG_WW_M4000 0.000 -2.000
BulkG_WW_M4500 0.000 -1.000
